Date,Open,High,Low,Close,Adj Close,Volume
"Apr 09, 2024",168.69,170.07,168.35,169.67,169.67,"42,118,695"
"Apr 08, 2024",169.03,169.20,168.24,168.45,168.45,"37,425,500"
"Apr 05, 2024",169.59,170.39,168.95,169.58,169.58,"42,055,200"
"Apr 04, 2024",170.29,171.92,168.82,168.82,168.82,"53,704,400"
"Apr 03, 2024",168.79,170.68,168.58,169.65,169.65,"47,691,700"
"Apr 02, 2024",169.08,169.34,168.23,168.84,168.84,"49,329,500"
"Apr 01, 2024",171.19,171.25,169.48,170.03,170.03,"46,240,500"
"Mar 28, 2024",171.75,172.23,170.51,171.48,171.48,"65,672,700"
"Mar 27, 2024",170.41,173.60,170.11,173.31,173.31,"60,273,300"
"Mar 26, 2024",170.00,171.42,169.58,169.71,169.71,"57,388,400"
"Mar 25, 2024",170.57,171.94,169.45,170.85,170.85,"54,288,300"
"Mar 22, 2024",171.76,173.05,170.06,172.28,172.28,"71,106,600"
"Mar 21, 2024",177.05,177.49,170.84,171.37,171.37,"106,181,300"
"Mar 20, 2024",175.72,178.67,175.09,178.67,178.67,"53,423,100"
"Mar 19, 2024",174.34,176.61,173.03,176.08,176.08,"55,215,200"
"Mar 18, 2024",175.57,177.71,173.52,173.72,173.72,"75,604,200"
"Mar 15, 2024",171.17,172.62,170.29,172.62,172.62,"121,664,700"
"Mar 14, 2024",172.91,174.31,172.05,173.00,173.00,"72,913,500"
"Mar 13, 2024",172.77,173.19,170.76,171.13,171.13,"52,488,700"
"Mar 12, 2024",173.15,174.03,171.01,173.23,173.23,"59,825,400"
"Mar 11, 2024",172.94,174.38,172.05,172.75,172.75,"60,139,500"
"Mar 08, 2024",169.00,173.70,168.94,170.73,170.73,"76,114,600"
"Mar 07, 2024",169.15,170.73,168.49,169.00,169.00,"71,765,100"
"Mar 06, 2024",171.06,171.24,168.68,169.12,169.12,"68,587,700"
"Mar 05, 2024",170.76,172.04,169.62,170.12,170.12,"95,132,400"
"Mar 04, 2024",176.15,176.90,173.79,175.10,175.10,"81,510,100"
"Mar 01, 2024",179.55,180.53,177.38,179.66,179.66,"73,488,000"
"Feb 29, 2024",181.27,182.57,179.53,180.75,180.75,"136,682,600"
"Feb 28, 2024",182.51,183.12,180.13,181.42,181.42,"48,953,900"
"Feb 27, 2024",181.10,183.92,179.56,182.63,182.63,"54,318,900"
"Feb 26, 2024",182.24,182.76,180.65,181.16,181.16,"40,867,400"
"Feb 23, 2024",185.01,185.04,182.23,182.52,182.52,"45,119,700"
"Feb 22, 2024",183.48,184.96,182.46,184.37,184.37,"52,292,200"
"Feb 21, 2024",181.94,182.89,180.66,182.32,182.32,"41,529,700"
"Feb 20, 2024",181.79,182.43,180.00,181.56,181.56,"53,665,600"
"Feb 16, 2024",183.42,184.85,181.67,182.31,182.31,"49,701,400"
"Feb 15, 2024",183.55,184.49,181.35,183.86,183.86,"65,434,500"
"Feb 14, 2024",185.32,185.53,182.44,184.15,184.15,"54,630,500"
"Feb 13, 2024",185.77,186.21,183.51,185.04,185.04,"56,529,500"
"Feb 12, 2024",188.42,188.67,186.79,187.15,187.15,"41,781,900"
"Feb 09, 2024",188.65,189.99,188.00,188.85,188.85,"45,155,200"
"Feb 09, 2024",0.24 Dividend,,,,,
"Feb 08, 2024",189.39,189.54,187.35,188.32,188.08,"40,962,000"
"Feb 07, 2024",190.64,191.05,188.61,189.41,189.17,"53,439,000"
"Feb 06, 2024",186.86,189.31,186.77,189.30,189.06,"43,490,800"
"Feb 05, 2024",188.15,189.25,185.84,187.68,187.44,"69,668,800"
"Feb 02, 2024",179.86,187.33,179.25,185.85,185.61,"102,518,000"
"Feb 01, 2024",183.99,186.95,183.82,186.86,186.62,"64,885,400"
"Jan 31, 2024",187.04,187.10,184.35,184.40,184.16,"55,467,800"
"Jan 30, 2024",190.94,191.80,187.47,188.04,187.80,"55,859,400"
"Jan 29, 2024",192.01,192.20,189.58,191.73,191.49,"47,145,600"
"Jan 26, 2024",194.27,194.76,191.94,192.42,192.17,"44,594,000"
"Jan 25, 2024",195.22,196.27,193.11,194.17,193.92,"54,822,100"
"Jan 24, 2024",195.42,196.38,194.34,194.50,194.25,"53,631,300"
"Jan 23, 2024",195.02,195.75,193.83,195.18,194.93,"42,355,600"
"Jan 22, 2024",192.30,195.33,192.26,193.89,193.64,"60,133,900"
"Jan 19, 2024",189.33,191.95,188.82,191.56,191.32,"68,741,000"
"Jan 18, 2024",186.09,189.14,185.83,188.63,188.39,"78,005,800"
"Jan 17, 2024",181.27,182.93,180.30,182.68,182.45,"47,317,400"
"Jan 16, 2024",182.16,184.26,180.93,183.63,183.40,"65,603,000"
"Jan 12, 2024",186.06,186.74,185.19,185.92,185.68,"40,444,700"
"Jan 11, 2024",186.54,187.05,183.62,185.59,185.35,"49,128,400"
"Jan 10, 2024",184.35,186.40,183.92,186.19,185.95,"46,792,900"
"Jan 09, 2024",183.92,185.15,182.73,185.14,184.90,"42,841,800"
"Jan 08, 2024",182.09,185.60,181.50,185.56,185.32,"59,144,500"
"Jan 05, 2024",181.99,182.76,180.17,181.18,180.95,"62,303,300"
"Jan 04, 2024",182.15,183.09,180.88,181.91,181.68,"71,983,600"
"Jan 03, 2024",184.22,185.88,183.43,184.25,184.02,"58,414,500"
"Jan 02, 2024",187.15,188.44,183.89,185.64,185.40,"82,488,700"
"Dec 29, 2023",193.90,194.40,191.73,192.53,192.28,"42,628,800"
"Dec 28, 2023",194.14,194.66,193.17,193.58,193.33,"34,049,900"
"Dec 27, 2023",192.49,193.50,191.09,193.15,192.90,"48,087,700"
"Dec 26, 2023",193.61,193.89,192.83,193.05,192.80,"28,919,300"
"Dec 22, 2023",195.18,195.41,192.97,193.60,193.35,"37,122,800"
"Dec 21, 2023",196.10,197.08,193.50,194.68,194.43,"46,482,500"
"Dec 20, 2023",196.90,197.68,194.83,194.83,194.58,"52,242,800"
"Dec 19, 2023",196.16,196.95,195.89,196.94,196.69,"40,714,100"
"Dec 18, 2023",196.09,196.63,194.39,195.89,195.64,"55,751,900"
"Dec 15, 2023",197.53,198.40,197.00,197.57,197.32,"128,256,700"
"Dec 14, 2023",198.02,199.62,196.16,198.11,197.86,"66,831,600"
"Dec 13, 2023",195.09,198.00,194.85,197.96,197.71,"70,404,200"
"Dec 12, 2023",193.08,194.72,191.72,194.71,194.46,"52,696,900"
"Dec 11, 2023",193.11,193.49,191.42,193.18,192.93,"60,943,700"
"Dec 08, 2023",194.20,195.99,193.67,195.71,195.46,"53,377,300"
"Dec 07, 2023",193.63,195.00,193.59,194.27,194.02,"47,477,700"
"Dec 06, 2023",194.45,194.76,192.11,192.32,192.07,"41,089,700"
"Dec 05, 2023",190.21,194.40,190.18,193.42,193.17,"66,628,400"
"Dec 04, 2023",189.98,190.05,187.45,189.43,189.19,"43,389,500"
"Dec 01, 2023",190.33,191.56,189.23,191.24,191.00,"45,679,300"
"Nov 30, 2023",189.84,190.32,188.19,189.95,189.71,"48,794,400"
"Nov 29, 2023",190.90,192.09,188.97,189.37,189.13,"43,014,200"
"Nov 28, 2023",189.78,191.08,189.40,190.40,190.16,"38,415,400"
"Nov 27, 2023",189.92,190.67,188.90,189.79,189.55,"40,552,600"
"Nov 24, 2023",190.87,190.90,189.25,189.97,189.73,"24,048,300"
"Nov 22, 2023",191.49,192.93,190.83,191.31,191.07,"39,617,700"
"Nov 21, 2023",191.41,191.52,189.74,190.64,190.40,"38,134,500"
"Nov 20, 2023",189.89,191.91,189.88,191.45,191.21,"46,505,100"
"Nov 17, 2023",190.25,190.38,188.57,189.69,189.45,"50,922,700"
"Nov 16, 2023",189.57,190.96,188.65,189.71,189.47,"54,412,900"
"Nov 15, 2023",187.85,189.50,187.78,188.01,187.77,"53,790,500"
